title,rank,date,artist,url,region,chart,trend,streams
Body Like A Back Road,170,2017-03-01,Sam Hunt,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,Australia,top200,MOVE_UP,16894
On Hold,171,2017-03-01,The xx,https://open.spotify.com/track/5CPqOpKSk0QcJ3dGdaWcRB,Australia,top200,MOVE_UP,16872
Immortal,172,2017-03-01,J. Cole,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl,Australia,top200,MOVE_DOWN,16805
Hotline Bling,173,2017-03-01,Drake,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,Australia,top200,MOVE_DOWN,16751
Notion,174,2017-03-01,Tash Sultana,https://open.spotify.com/track/6NosuXu0gXczpqyYiYzfFd,Australia,top200,MOVE_DOWN,16722
Faded,175,2017-03-01,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,Australia,top200,SAME_POSITION,16720
Private,176,2017-03-01,Vera Blue,https://open.spotify.com/track/7f5GxR7Mr2hqMBBOjSAN0l,Australia,top200,MOVE_UP,16661
Let It Go,177,2017-03-01,James Bay,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,Australia,top200,MOVE_UP,16616
Let Her Go,178,2017-03-01,Passenger,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,Australia,top200,MOVE_DOWN,16589
Gold Digger,179,2017-03-01,"Kanye West, Jamie Foxx",https://open.spotify.com/track/5XJJdNPkwmbUwE79gv0NxK,Australia,top200,MOVE_UP,16540
Famous,180,2017-03-01,Kanye West,https://open.spotify.com/track/19a3JfW8BQwqHWUMbcqSx8,Australia,top200,MOVE_UP,16531
You Were Right,181,2017-03-01,RÃFÃS DU SOL,https://open.spotify.com/track/77lqbary6vt1DSc1MBN6sx,Australia,top200,MOVE_DOWN,16485
The Other,182,2017-03-01,Lauv,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,Australia,top200,MOVE_UP,16468
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",183,2017-03-01,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Australia,top200,MOVE_UP,16380
Sweet Disposition,184,2017-03-01,The Temper Trap,https://open.spotify.com/track/5RoIXwyTCdyUjpMMkk4uPd,Australia,top200,MOVE_DOWN,16334
Stressed Out,185,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Australia,top200,MOVE_DOWN,16306
Cake - Challenge Version,186,2017-03-01,"Flo Rida, 99 Percent",https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,Australia,top200,MOVE_UP,16211
Be Right There,187,2017-03-01,"Diplo, Sleepy Tom",https://open.spotify.com/track/1Wuwsq0BK4Abd7gRitOhXl,Australia,top200,MOVE_DOWN,16209
Reminder,188,2017-03-01,The Weeknd,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,Australia,top200,MOVE_DOWN,16161
Cigarettes & Cush (feat. Kehlani & Lily Allen),189,2017-03-01,Stormzy,https://open.spotify.com/track/7MhomISA7KRK6U7KzeV06v,Australia,top200,NEW_ENTRY,16160
Needed Me,190,2017-03-01,Rihanna,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,Australia,top200,MOVE_DOWN,16157
I Miss You,191,2017-03-01,"Grey, Bahari",https://open.spotify.com/track/1sl5tSzfK1JrcQIcA8rYDy,Australia,top200,MOVE_DOWN,16063
Not Going Home (feat. Gia Koka),192,2017-03-01,"DVBBS, CMC$",https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,Australia,top200,NEW_ENTRY,15975
Pumped Up Kicks,193,2017-03-01,Foster The People,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,Australia,top200,MOVE_DOWN,15965
Controlla,194,2017-03-01,Drake,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,Australia,top200,MOVE_DOWN,15915
Some Kind Of Drug (feat. Marc E. Bassy),195,2017-03-01,G-Eazy,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,Australia,top200,MOVE_UP,15877
Moves,196,2017-03-01,Big Sean,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,Australia,top200,NEW_ENTRY,15811
goosebumps,197,2017-03-01,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,Australia,top200,MOVE_DOWN,15771
Gold,198,2017-03-01,Kiiara,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,Australia,top200,MOVE_DOWN,15738
World Of Our Love,199,2017-03-01,Client Liaison,https://open.spotify.com/track/0QFGt8iPvogACnuEH4Hmha,Australia,top200,NEW_ENTRY,15653
King Kunta,200,2017-03-01,Kendrick Lamar,https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O,Australia,top200,SAME_POSITION,15597
Shape of You,1,2017-03-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Austria,top200,SAME_POSITION,28724
It Ain't Me (with Selena Gomez),2,2017-03-01,Kygo,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,Austria,top200,SAME_POSITION,18684
Something Just Like This,3,2017-03-01,"The Chainsmokers, Coldplay",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,Austria,top200,MOVE_UP,17314
Paris,4,2017-03-01,The Chainsmokers,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,Austria,top200,MOVE_DOWN,16751
"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",5,2017-03-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Austria,top200,MOVE_DOWN,16190
Solo Dance,6,2017-03-01,Martin Jensen,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,Austria,top200,MOVE_UP,14104
Scared to Be Lonely,7,2017-03-01,"Martin Garrix, Dua Lipa",https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,Austria,top200,MOVE_DOWN,14094
Tuesday,8,2017-03-01,"Burak Yeter, Danelle Sandoval",https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,Austria,top200,MOVE_DOWN,13621
Castle on the Hill,9,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Austria,top200,SAME_POSITION,12567
Chained To The Rhythm,10,2017-03-01,"Katy Perry, Skip Marley",https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,Austria,top200,SAME_POSITION,12190
Believer,11,2017-03-01,Imagine Dragons,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,Austria,top200,MOVE_UP,12004
Call On Me - Ryan Riback Extended Remix,12,2017-03-01,Starley,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,Austria,top200,MOVE_DOWN,11499
All Time Low,13,2017-03-01,Jon Bellion,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,Austria,top200,SAME_POSITION,11268
Weak,14,2017-03-01,AJR,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,Austria,top200,MOVE_UP,10561
Rockabye (feat. Sean Paul & Anne-Marie),15,2017-03-01,Clean Bandit,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,Austria,top200,MOVE_DOWN,10221
Issues,16,2017-03-01,Julia Michaels,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,Austria,top200,MOVE_UP,10149
Stay (with Alessia Cara),17,2017-03-01,Zedd,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,Austria,top200,MOVE_UP,10007
Bungalow,18,2017-03-01,Bilderbuch,https://open.spotify.com/track/0xCXcq4y44uHJtJ7zZDF3d,Austria,top200,MOVE_UP,9999
Alone,19,2017-03-01,Alan Walker,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,Austria,top200,MOVE_DOWN,9934
Shed a Light,20,2017-03-01,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Austria,top200,MOVE_DOWN,9681
Just Hold On,21,2017-03-01,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Austria,top200,MOVE_DOWN,9215
Bad Ideas,22,2017-03-01,Alle Farben,https://open.spotify.com/track/76gwG061wqdatYhicO2hG4,Austria,top200,MOVE_DOWN,9187
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),23,2017-03-01,Major Lazer,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,Austria,top200,MOVE_DOWN,8514
Despacito (Featuring Daddy Yankee),24,2017-03-01,Luis Fonsi,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,Austria,top200,MOVE_DOWN,8491
Say You Won't Let Go,25,2017-03-01,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Austria,top200,MOVE_UP,8055
Skin,26,2017-03-01,Rag'n'Bone Man,https://open.spotify.com/track/6y2Kaz9QI01XBKJ8mTb7Pf,Austria,top200,MOVE_UP,7961
Way down We Go,27,2017-03-01,KALEO,https://open.spotify.com/track/0y1QJc3SJVPKJ1OvFmFqe6,Austria,top200,MOVE_UP,7937
All Night,28,2017-03-01,"The Vamps, Matoma",https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,Austria,top200,MOVE_DOWN,7925
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),29,2017-03-01,Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,Austria,top200,MOVE_DOWN,7917
Lot to Learn,30,2017-03-01,Luke Christopher,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,Austria,top200,MOVE_DOWN,7811
Closer,31,2017-03-01,"The Chainsmokers, Halsey",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,Austria,top200,MOVE_DOWN,7769
Slide (feat. Frank Ocean & Migos),32,2017-03-01,"Calvin Harris, Funk Wav",https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,Austria,top200,MOVE_UP,7571
Cold,33,2017-03-01,"Maroon 5, Future",https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,Austria,top200,MOVE_UP,7504
Hear Me Now,34,2017-03-01,"Alok, Bruno Martini, Zeeba",https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,Austria,top200,MOVE_DOWN,7443
You Don't Know Me - Radio Edit,35,2017-03-01,"Jax Jones, RAYE",https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY,Austria,top200,SAME_POSITION,7413
Now and Later,36,2017-03-01,Sage The Gemini,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,Austria,top200,MOVE_DOWN,7175
ChÃ¶re,37,2017-03-01,Mark Forster,https://open.spotify.com/track/2nYpbaLykC2cjU8Yt5KF1v,Austria,top200,MOVE_DOWN,6981
Never Give Up,38,2017-03-01,Sia,https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH,Austria,top200,SAME_POSITION,6968
"How Far I'll Go - From ""Moana""",39,2017-03-01,Alessia Cara,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,Austria,top200,MOVE_DOWN,6890
Scars To Your Beautiful,40,2017-03-01,Alessia Cara,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,Austria,top200,MOVE_UP,6852
Shooting Stars,41,2017-03-01,Bag Raiders,https://open.spotify.com/track/0UeYCHOETPfai02uskjJ3x,Austria,top200,MOVE_DOWN,6700
Don't Leave,42,2017-03-01,"Snakehips, MÃ",https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,Austria,top200,MOVE_DOWN,6589
No Lie,43,2017-03-01,"Sean Paul, Dua Lipa",https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,Austria,top200,MOVE_DOWN,6582
I Feel It Coming,44,2017-03-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Austria,top200,SAME_POSITION,6189
Sunset Lover,45,2017-03-01,Petit Biscuit,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,Austria,top200,MOVE_DOWN,6154
Starboy,46,2017-03-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Austria,top200,MOVE_DOWN,6040
Ohne mein Team,47,2017-03-01,"Bonez MC, RAF Camora, Maxwell",https://open.spotify.com/track/05Mp2UJulSttxQ4E6hQPH3,Austria,top200,MOVE_DOWN,5678
Chantaje (feat. Maluma),48,2017-03-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Austria,top200,SAME_POSITION,5490
Bad Things (with Camila Cabello),49,2017-03-01,Machine Gun Kelly,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,Austria,top200,MOVE_DOWN,5203
Let Me Love You,50,2017-03-01,"DJ Snake, Justin Bieber",https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,Austria,top200,SAME_POSITION,5054
Places,51,2017-03-01,"Martin Solveig, Ina Wroldsen",https://open.spotify.com/track/6O85MfGECKBqAK2MgSbCaj,Austria,top200,MOVE_UP,4371
In the Name of Love,52,2017-03-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Austria,top200,MOVE_DOWN,4269
I Got You,53,2017-03-01,Bebe Rexha,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,Austria,top200,MOVE_UP,4190
Love On The Brain,54,2017-03-01,Rihanna,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,Austria,top200,MOVE_DOWN,4074
Jedermann,55,2017-03-01,Pizzera & Jaus,https://open.spotify.com/track/4rkEjyRMjc6rcj7WROZ9XK,Austria,top200,MOVE_UP,3811
HandClap,56,2017-03-01,Fitz and The Tantrums,https://open.spotify.com/track/7j56HrjR9cGzvekvZY3Faz,Austria,top200,MOVE_UP,3744
Human,57,2017-03-01,Rag'n'Bone Man,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O,Austria,top200,MOVE_UP,3744
September Song,58,2017-03-01,JP Cooper,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,Austria,top200,MOVE_UP,3724
Bad and Boujee (feat. Lil Uzi Vert),59,2017-03-01,Migos,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,Austria,top200,MOVE_DOWN,3722
Eine ins Leben,60,2017-03-01,Pizzera & Jaus,https://open.spotify.com/track/1tdohH49HMAFjlp1QSo6j8,Austria,top200,MOVE_DOWN,3707
Cocoon,61,2017-03-01,Milky Chance,https://open.spotify.com/track/0L87MffumRNWrY2SNUFcvs,Austria,top200,MOVE_UP,3550
Starving,62,2017-03-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Austria,top200,MOVE_UP,3529
iSpy (feat. Lil Yachty),63,2017-03-01,KYLE,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,Austria,top200,MOVE_UP,3525
Dye My Hair,64,2017-03-01,ALMA,https://open.spotify.com/track/5NafFxaLg9Ep21oTHBw7Zq,Austria,top200,MOVE_DOWN,3432
My Way,65,2017-03-01,Calvin Harris,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,Austria,top200,MOVE_DOWN,3406
Baba,66,2017-03-01,Bilderbuch,https://open.spotify.com/track/3CUsYy61rwbmpi6bHDnuD4,Austria,top200,MOVE_UP,3406
Congratulations,67,2017-03-01,"Post Malone, Quavo",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,Austria,top200,MOVE_UP,3361
Love,68,2017-03-01,Lana Del Rey,https://open.spotify.com/track/0n2bvWvMwr0gbjcuTm92eW,Austria,top200,MOVE_UP,3327
Would I Lie to You - Radio Edit,69,2017-03-01,"David Guetta, Cedric Gervais, Chris Willis",https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,Austria,top200,MOVE_DOWN,3273
iPhone 17 (feat. MoÃ©),70,2017-03-01,KC Rebell,https://open.spotify.com/track/6rwCkGBh7CV6pcdxZKbcsG,Austria,top200,MOVE_UP,3233
Oceans Away,71,2017-03-01,A R I Z O N A,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,Austria,top200,MOVE_DOWN,3181
Romantic - NOTD Remix,72,2017-03-01,Stanaj,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,Austria,top200,MOVE_DOWN,3156
One Dance,73,2017-03-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Austria,top200,MOVE_DOWN,3106
Heathens,74,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Austria,top200,MOVE_UP,3086
Fake Love,75,2017-03-01,Drake,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,Austria,top200,MOVE_UP,3063
That's What I Like,76,2017-03-01,Bruno Mars,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,Austria,top200,MOVE_UP,3052
Don't Wanna Know,77,2017-03-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Austria,top200,MOVE_DOWN,3014
Cold Water (feat. Justin Bieber & MÃ),78,2017-03-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Austria,top200,MOVE_DOWN,2998
Boyfriends,79,2017-03-01,"Marco Wagner, Die Obersteirer",https://open.spotify.com/track/2tUxTQSGGteM7HljpqWU6J,Austria,top200,MOVE_DOWN,2926
Diamanten,80,2017-03-01,Kontra K,https://open.spotify.com/track/0RE7AgMKdpcvRkK7EhNoBs,Austria,top200,MOVE_UP,2896
Mercy,81,2017-03-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Austria,top200,MOVE_UP,2895
I Would Like,82,2017-03-01,Zara Larsson,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,Austria,top200,MOVE_UP,2887
Don't Let Me Down (feat. Daya),83,2017-03-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Austria,top200,MOVE_DOWN,2851
Bounce Back,84,2017-03-01,Big Sean,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,Austria,top200,MOVE_UP,2826
Hey Baby (feat. Deb's Daughter),85,2017-03-01,"Dimitri Vegas & Like Mike, Diplo, Debâs Daughter",https://open.spotify.com/track/3oUZXcz9WLNO71yHAumFbH,Austria,top200,MOVE_UP,2822
Love on Me,86,2017-03-01,"Galantis, Hook N Sling",https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF,Austria,top200,MOVE_UP,2809
No Roots,87,2017-03-01,Alice Merton,https://open.spotify.com/track/4bPWDXpN6MlTZBedxega3X,Austria,top200,SAME_POSITION,2806
The Ocean (feat. Shy Martin),88,2017-03-01,Mike Perry,https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv,Austria,top200,MOVE_UP,2773
Water Under the Bridge,89,2017-03-01,Adele,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,Austria,top200,MOVE_DOWN,2768
Mask Off,90,2017-03-01,Future,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,Austria,top200,MOVE_UP,2736
Loin (feat. Dany SynthÃ© & soFLY & Nius) - Pilule violette,91,2017-03-01,GIMS,https://open.spotify.com/track/3up1uPuvL5vkfJ6aOeSRtD,Austria,top200,MOVE_UP,2732
Cake - Challenge Version,92,2017-03-01,"Flo Rida, 99 Percent",https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,Austria,top200,MOVE_DOWN,2730
Whispering Still (feat. Charity Children) - Little Rose Remix,93,2017-03-01,SRTW,https://open.spotify.com/track/3D3Tkk0d9UmECpH5Fprmuv,Austria,top200,MOVE_UP,2706
Kokaina,94,2017-03-01,Miami Yacine,https://open.spotify.com/track/2KHbPYI22yWIOgWUsApYIS,Austria,top200,MOVE_DOWN,2661
"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",95,2017-03-01,Sia,https://open.spotify.com/track/5fc6rQgAKiLutfUYWQ6QnJ,Austria,top200,MOVE_UP,2653
Love Me Now,96,2017-03-01,John Legend,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,Austria,top200,MOVE_DOWN,2647
Faded,97,2017-03-01,Alan Walker,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,Austria,top200,MOVE_UP,2634
Cazal,98,2017-03-01,"Zuna, Miami Yacine",https://open.spotify.com/track/0w6O1J8NjXRgD2uWOIBBqT,Austria,top200,MOVE_UP,2595
Two Princes - Radio Mix,99,2017-03-01,Fake Pictures,https://open.spotify.com/track/1iTKkkgXj8kJkGdjGGBFqL,Austria,top200,MOVE_DOWN,2591
24K Magic,100,2017-03-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Austria,top200,MOVE_DOWN,2544
Palmen aus Plastik,101,2017-03-01,"Bonez MC, RAF Camora",https://open.spotify.com/track/6wHRm1KR8pzVDPdmR6Qovj,Austria,top200,MOVE_DOWN,2537
Miss You,102,2017-03-01,James Hersey,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje,Austria,top200,MOVE_UP,2520
Wieso?,103,2017-03-01,Zuna,https://open.spotify.com/track/7mdlZsVJD6HcPuwS3k7e68,Austria,top200,MOVE_UP,2520
Wenn sie tanzt,104,2017-03-01,Max Giesinger,https://open.spotify.com/track/5yKfZwcuSoEkOemLJX6hEm,Austria,top200,MOVE_UP,2519
Down,105,2017-03-01,Marian Hill,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB,Austria,top200,MOVE_UP,2516
Your Soul (Holding On),106,2017-03-01,"RHODES, Felix Jaehn",https://open.spotify.com/track/4nxvRweTK5ZZhbH3G7PuEn,Austria,top200,MOVE_UP,2486
Sprit n' Soda,107,2017-03-01,Bilderbuch,https://open.spotify.com/track/0mm1AciU27BzwHyMQ6oynW,Austria,top200,MOVE_UP,2463
History,108,2017-03-01,Olivia Holt,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,Austria,top200,MOVE_DOWN,2432
Touch,109,2017-03-01,Little Mix,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z,Austria,top200,MOVE_DOWN,2319
I <3 Stress,110,2017-03-01,Bilderbuch,https://open.spotify.com/track/6HVZCQH3pb61ppx5Fs7ID1,Austria,top200,MOVE_UP,2302
All We Know,111,2017-03-01,"The Chainsmokers, Phoebe Ryan",https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,Austria,top200,SAME_POSITION,2292
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",112,2017-03-01,Lil Wayne,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,Austria,top200,MOVE_UP,2279
How Would You Feel (Paean),113,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Austria,top200,MOVE_UP,2271
It's Gotta Be You,114,2017-03-01,Isaiah Firebrace,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,Austria,top200,MOVE_DOWN,2255
Treat You Better,115,2017-03-01,Shawn Mendes,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,Austria,top200,MOVE_DOWN,2224
Maschin,116,2017-03-01,Bilderbuch,https://open.spotify.com/track/2Lg1njXKvhgv72U9QkrwXi,Austria,top200,MOVE_UP,2216
Photograph,117,2017-03-01,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Austria,top200,MOVE_UP,2207
Whole Heart,118,2017-03-01,"Gryffin, Bipolar Sunshine",https://open.spotify.com/track/2lFRw6rPXivo6kNmghePcK,Austria,top200,MOVE_UP,2196
The Mack,119,2017-03-01,"Nevada, Mark Morrison, Fetty Wap",https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,Austria,top200,MOVE_DOWN,2178
Black Beatles,120,2017-03-01,"Rae Sremmurd, Gucci Mane",https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,Austria,top200,MOVE_DOWN,2154
æ¼å¡,15,2017-03-02,Joker Xue,https://open.spotify.com/track/6LunoYd3xpZ19sICOXS8Xd,Taiwan,top200,MOVE_DOWN,14352
Heavy (feat. Kiiara),121,2017-03-01,Linkin Park,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,Austria,top200,MOVE_UP,2138
Side To Side,122,2017-03-01,"Ariana Grande, Nicki Minaj",https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,Austria,top200,MOVE_DOWN,2128
Don't Kill My Vibe,123,2017-03-01,Sigrid,https://open.spotify.com/track/4WdCxlUyj3TCTBaJx5s9tF,Austria,top200,MOVE_DOWN,2124
Savage (feat. Flux Pavilion & MAX),124,2017-03-01,Whethan,https://open.spotify.com/track/1Rl40PsX4mh9xVOeGHq86B,Austria,top200,MOVE_DOWN,2123
Break My Habits,125,2017-03-01,Topic,https://open.spotify.com/track/5DunkTHxwszBIlEdBeyU6q,Austria,top200,MOVE_UP,2120
Swalla (feat. Nicki Minaj & Ty Dolla $ign),126,2017-03-01,Jason Derulo,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,Austria,top200,MOVE_UP,2120
Alarm,127,2017-03-01,Anne-Marie,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg,Austria,top200,MOVE_UP,2114
Stressed Out,128,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Austria,top200,MOVE_DOWN,2113
Dynamite (feat. Pretty Sister),129,2017-03-01,Nause,https://open.spotify.com/track/2Ae5awwKvQpTBKQHr1TYCg,Austria,top200,MOVE_DOWN,2091
An ihnen vorbei,130,2017-03-01,"Bonez MC, RAF Camora",https://open.spotify.com/track/7istTRCq9OK5cEC8sPAc50,Austria,top200,MOVE_DOWN,2078
Capsize,131,2017-03-01,"FRENSHIP, Emily Warren",https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,Austria,top200,MOVE_DOWN,2071
Ride,132,2017-03-01,Twenty One Pilots,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,Austria,top200,MOVE_DOWN,2067
Final Song,133,2017-03-01,MÃ,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,Austria,top200,MOVE_DOWN,2051
Minimum,134,2017-03-01,Charlie Cunningham,https://open.spotify.com/track/1nTgtGpUoKpA97ZbgZPiZR,Austria,top200,MOVE_UP,2048
Not Going Home (feat. Gia Koka),135,2017-03-01,"DVBBS, CMC$",https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,Austria,top200,MOVE_DOWN,2035
The Other,136,2017-03-01,Lauv,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,Austria,top200,MOVE_DOWN,2031
ErzÃ¤hl Deinen MÃ¤dels Ich Bin Wieder In Der Stadt,137,2017-03-01,Bilderbuch,https://open.spotify.com/track/52RSmC7Hc3L01jPSo2IUMg,Austria,top200,NEW_ENTRY,2010
Bonfire,138,2017-03-01,"Felix Jaehn, ALMA",https://open.spotify.com/track/5hz9DEkahyWoTs3rxJOTtw,Austria,top200,MOVE_UP,1998
